Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
56-65_Asia-Pacific_Mixed_Medium,56-65,Asia-Pacific,Mixed,Medium,15.35,0,0,0,0,12.06,-23.21,-0.425,-27.78,58.15,83.7,0,0,4,12.59,366,0,Bronze,0,163,0,4,25.11,68.75,-0.975,1
56-65_Europe_Mixed_High,56-65,Europe,Mixed,High,0.27,0,1,1,1,-3.98,-13.35,-0.506,-28.64,49.33,33.95,0,0,3,3.69,249,0,Bronze,1,351,1,1,10.18,34.02,-1.408,1
36-45_North America_Leisure_High,36-45,North America,Leisure,High,-14.24,0,0,0,0,-30.08,-35.34,-1.568,3.17,38.42,41.75,0,0,0,37.9,479,0,Platinum,0,327,0,2,12.53,35.62,-1.233,1
65+_Europe_Business_Low,65+,Europe,Business,Low,-17.94,0,0,0,1,-38.88,-26.32,-1.642,-44.77,50.65,63.72,2,1,2,16.47,651,0,Gold,0,317,0,0,69.11,78.7,-2.099,1
26-35_Asia-Pacific_Leisure_Medium,26-35,Asia-Pacific,Leisure,Medium,-0.79,0,1,3,3,5.79,-37.5,0.359,8.01,72.95,1.46,0,0,4,10.25,32,4,Bronze,0,26,0,9,0.44,60.86,1.631,0
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,-8.3,1,0,1,3,11.2,2.1,0.657,-39.58,54.43,34.94,0,0,1,4.3,8,11,Bronze,0,12,0,5,10.48,41.7,-0.126,0
56-65_Europe_Mixed_Low,56-65,Europe,Mixed,Low,2.33,0,2,4,8,4.02,-32.85,-0.034,10.0,58.44,45.27,0,0,4,18.77,14,7,Gold,0,13,0,2,13.58,30.95,1.129,0
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,-8.4,1,3,6,9,14.38,-12.02,-0.59,-23.01,56.1,14.79,2,0,1,6.93,84,12,Gold,0,2,0,9,34.44,0.68,-0.506,0
26-35_Middle East_Leisure_High,26-35,Middle East,Leisure,High,-3.88,0,0,0,3,-33.86,-22.21,-1.155,-39.64,40.09,48.99,1,0,2,35.97,578,0,Gold,0,292,0,0,29.7,62.01,-0.999,1
56-65_Middle East_Business_High,56-65,Middle East,Business,High,2.68,1,1,0,5,-0.44,-6.57,-1.357,-14.12,76.58,26.15,1,0,1,48.13,554,0,Silver,0,105,1,0,22.84,35.31,-0.597,1
56-65_Asia-Pacific_Leisure_Low,56-65,Asia-Pacific,Leisure,Low,-5.94,0,0,0,6,-13.19,-3.84,-0.709,-33.04,64.45,0.24,6,0,2,33.9,645,0,Platinum,1,72,0,1,90.07,53.96,-1.221,1
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,-8.85,0,0,1,0,-36.93,11.29,-1.328,-23.61,71.65,27.36,0,0,2,37.1,649,0,Gold,0,122,0,2,8.21,80.83,-1.404,1
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,0.34,0,1,2,3,-40.02,11.6,-0.073,-43.41,19.68,0.0,3,0,2,9.81,78,9,Silver,0,7,0,6,45.0,86.17,0.809,0
65+_North America_Leisure_Low,65+,North America,Leisure,Low,-10.5,0,1,1,2,-51.56,-32.72,-0.968,-50.78,78.18,10.74,1,0,3,22.84,404,0,Silver,1,254,0,1,18.22,52.04,-2.836,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,5.07,0,0,0,2,-61.6,-10.95,-1.246,-45.38,43.58,47.9,0,0,3,5.32,382,1,Bronze,0,287,0,1,14.37,96.19,-1.053,1
18-25_North America_Business_Medium,18-25,North America,Business,Medium,1.82,0,4,15,18,-52.96,9.12,0.517,-47.54,51.92,45.89,0,0,2,7.89,57,2,Platinum,0,14,5,10,13.77,7.18,2.0,0
18-25_North America_Business_Medium,18-25,North America,Business,Medium,5.48,0,0,1,3,-15.69,-22.67,-1.399,-19.11,57.89,13.03,0,0,2,14.22,572,0,Bronze,0,201,0,4,3.91,92.06,-2.387,1
46-55_North America_Mixed_High,46-55,North America,Mixed,High,5.39,0,0,0,0,-62.99,-28.58,-0.962,6.95,72.07,38.57,0,0,2,26.83,523,0,Silver,0,323,0,1,11.57,49.84,-2.46,1
26-35_North America_Business_Medium,26-35,North America,Business,Medium,-8.74,0,0,1,1,-40.41,-19.26,-0.574,-88.69,55.43,49.12,8,0,4,61.74,476,0,Silver,0,316,0,2,100.0,79.0,-0.831,1
26-35_North America_Business_Medium,26-35,North America,Business,Medium,-34.99,0,0,1,1,-21.92,-1.54,-0.753,-10.37,46.02,59.82,2,0,2,54.86,77,7,Bronze,0,10,0,6,47.95,88.44,-0.193,0
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,-7.42,0,0,2,3,-3.54,-26.93,-1.203,-65.75,71.99,22.32,1,0,2,17.0,554,0,Bronze,0,257,0,1,21.7,74.98,-1.933,1
36-45_Latin America_Business_Low,36-45,Latin America,Business,Low,-1.44,0,0,1,0,7.49,-12.85,-1.542,10.0,67.84,31.82,2,1,11,19.11,396,0,Silver,0,104,4,3,59.55,56.38,-1.266,1
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,-6.79,1,2,8,10,-14.59,-22.67,-0.43,-4.73,66.36,40.74,0,0,1,17.5,7,10,Platinum,0,3,6,10,12.22,11.53,1.999,0
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,-15.8,0,0,1,1,-41.79,33.85,-0.647,-29.69,24.84,24.35,0,0,3,22.98,406,0,Gold,0,149,1,0,7.31,66.67,-0.975,1
56-65_Europe_Mixed_High,56-65,Europe,Mixed,High,13.6,0,0,0,0,-21.85,7.01,-1.146,-90.0,21.69,26.73,0,0,1,21.78,468,0,Silver,1,306,3,1,8.02,68.88,-0.514,1
36-45_Middle East_Leisure_High,36-45,Middle East,Leisure,High,-17.02,0,0,1,2,9.43,-36.53,-0.502,-59.22,74.07,46.0,1,0,3,17.77,324,1,Bronze,0,99,0,0,28.8,18.33,-0.885,1
18-25_North America_Business_High,18-25,North America,Business,High,-15.25,2,7,7,10,18.8,-2.72,0.185,-39.89,50.66,32.31,0,0,1,23.35,42,7,Platinum,0,3,1,10,9.69,26.68,0.777,0
18-25_Middle East_Leisure_Medium,18-25,Middle East,Leisure,Medium,-11.71,0,2,1,0,21.74,-34.95,-0.694,-7.85,34.72,44.35,3,0,2,16.15,667,0,Silver,1,311,0,0,58.31,85.03,-1.845,1
46-55_Asia-Pacific_Leisure_Medium,46-55,Asia-Pacific,Leisure,Medium,-9.41,0,0,1,1,7.3,2.23,-0.271,-57.56,29.03,33.01,0,0,4,14.16,577,0,Bronze,1,206,0,0,9.9,28.15,-0.643,1
46-55_Latin America_Mixed_High,46-55,Latin America,Mixed,High,-13.75,0,0,6,6,-36.27,15.77,0.308,-11.63,56.82,18.99,2,4,0,48.06,9,10,Bronze,0,0,0,9,100.0,95.42,-0.034,0
56-65_Middle East_Leisure_Low,56-65,Middle East,Leisure,Low,-5.29,0,0,0,2,-48.76,1.57,-0.797,-36.24,52.0,2.55,0,0,2,22.15,261,0,Platinum,0,144,1,0,0.76,62.13,-2.631,1
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,-3.43,1,5,6,7,-47.6,-27.67,0.767,-64.1,75.14,26.81,0,0,1,59.51,43,9,Gold,0,13,0,8,8.04,43.95,-0.04,0
56-65_Asia-Pacific_Leisure_Low,56-65,Asia-Pacific,Leisure,Low,-19.44,0,0,0,1,-22.77,-32.38,0.893,-13.07,75.6,61.2,0,0,5,13.45,8,3,Bronze,0,29,0,7,18.36,14.52,-0.438,0
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,-21.66,0,0,2,2,-23.97,1.44,-1.989,-45.23,33.63,23.02,0,0,2,22.22,340,1,Bronze,1,132,1,1,6.91,89.35,-1.955,1
36-45_North America_Leisure_High,36-45,North America,Leisure,High,5.79,1,0,8,10,6.43,14.0,0.269,-39.36,79.2,25.09,1,0,0,34.32,89,4,Platinum,0,5,0,14,22.53,42.03,-0.07,0
65+_Europe_Business_Medium,65+,Europe,Business,Medium,-5.72,0,0,2,3,-5.88,-39.85,-0.383,-54.88,16.03,0.0,0,0,2,15.26,62,2,Bronze,0,12,0,3,0.0,76.94,0.64,0
56-65_North America_Leisure_High,56-65,North America,Leisure,High,10.04,0,0,0,1,-43.7,0.43,-0.688,-16.75,51.54,69.59,1,0,3,64.56,449,0,Silver,0,173,2,0,35.88,21.27,-1.366,1
56-65_North America_Business_Medium,56-65,North America,Business,Medium,4.6,0,1,1,2,4.33,14.0,-1.584,-55.92,73.97,25.42,0,0,3,12.96,285,0,Silver,0,166,1,2,7.63,80.93,-1.012,1
18-25_Europe_Business_High,18-25,Europe,Business,High,-9.42,0,2,3,4,-25.78,2.34,0.15,10.0,71.64,14.92,3,0,2,2.35,68,3,Bronze,0,24,0,7,49.48,52.75,0.783,0
65+_Middle East_Business_Medium,65+,Middle East,Business,Medium,1.53,0,2,4,4,20.0,-4.99,0.184,-23.28,46.15,6.76,0,0,1,12.5,50,7,Bronze,0,3,0,8,2.03,0.0,0.927,0
18-25_North America_Business_High,18-25,North America,Business,High,6.17,1,0,3,0,-1.79,-19.84,-0.947,-19.9,89.1,33.54,0,0,1,12.93,527,0,Platinum,0,266,0,2,10.06,76.71,-1.871,1
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,-17.05,0,0,0,2,-13.42,-33.47,-2.0,-86.3,25.17,22.15,5,0,4,14.91,184,0,Gold,1,84,0,0,81.64,93.26,-1.983,1
18-25_Europe_Business_High,18-25,Europe,Business,High,-27.99,1,0,2,4,-4.64,-9.53,0.225,8.42,12.96,37.12,1,0,3,52.78,14,8,Bronze,0,5,0,4,26.14,52.04,-1.119,0
36-45_Asia-Pacific_Business_Medium,36-45,Asia-Pacific,Business,Medium,-19.26,1,4,9,13,-29.34,-16.48,0.054,10.0,20.5,14.42,0,0,3,40.15,59,2,Gold,0,12,3,5,4.32,34.98,0.812,0
56-65_North America_Business_Medium,56-65,North America,Business,Medium,3.6,0,0,0,5,-27.22,-29.96,-1.091,0.51,74.63,48.71,0,0,1,14.85,622,0,Gold,0,241,0,0,14.61,59.47,-0.8,1
26-35_Latin America_Business_Low,26-35,Latin America,Business,Low,20.86,0,1,0,2,-6.12,25.07,-1.462,-19.11,33.05,17.79,0,0,3,52.96,560,0,Bronze,0,297,0,1,5.34,68.91,-1.251,1
26-35_Asia-Pacific_Leisure_High,26-35,Asia-Pacific,Leisure,High,-5.53,1,0,0,4,-12.22,-11.85,-1.484,-16.88,64.24,53.96,0,0,0,12.6,380,1,Silver,0,289,0,0,16.19,0.15,-1.812,1
56-65_Asia-Pacific_Business_High,56-65,Asia-Pacific,Business,High,14.1,0,0,1,2,-1.53,-1.0,-1.715,-72.71,0.0,69.8,3,0,2,23.45,532,0,Bronze,1,85,5,1,65.94,98.16,-1.711,1
56-65_North America_Business_High,56-65,North America,Business,High,8.7,1,3,3,4,-3.44,1.62,-0.358,10.0,48.72,34.47,2,0,6,29.12,21,2,Silver,0,13,4,10,40.34,55.92,-0.604,0
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,-15.49,0,0,1,4,3.78,33.73,-1.587,-58.89,33.84,11.91,1,0,1,26.91,211,0,Silver,0,219,0,1,18.57,86.21,-1.459,1
56-65_Middle East_Business_Medium,56-65,Middle East,Business,Medium,-5.99,0,0,2,0,10.36,1.33,-0.621,1.97,46.35,54.14,0,2,1,7.2,663,0,Silver,1,135,1,1,56.24,60.8,-0.791,1
65+_North America_Business_Medium,65+,North America,Business,Medium,4.62,1,0,6,9,-53.84,-19.73,-0.119,10.0,33.78,48.05,0,0,1,78.05,12,6,Silver,0,9,4,3,14.42,50.77,0.333,0
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-22.61,0,1,2,5,-23.11,4.95,0.39,-5.27,37.53,79.47,0,1,0,9.94,14,11,Bronze,0,21,0,2,43.84,0.0,0.873,0
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,7.73,0,0,2,1,-12.93,19.42,-1.251,-4.63,35.55,13.29,2,1,0,19.3,631,0,Bronze,0,257,0,0,53.99,15.68,-1.358,1
46-55_Latin America_Mixed_High,46-55,Latin America,Mixed,High,11.07,0,2,2,2,-36.43,2.49,0.152,-7.52,13.87,35.4,1,1,2,16.84,60,2,Silver,0,5,0,5,45.62,16.14,-0.37,0
26-35_North America_Leisure_High,26-35,North America,Leisure,High,7.17,0,4,4,5,-8.06,-11.31,-0.188,-42.27,92.21,54.85,0,0,3,11.57,28,7,Platinum,0,1,3,6,16.45,23.97,-0.087,0
26-35_Middle East_Mixed_High,26-35,Middle East,Mixed,High,-6.79,0,0,0,0,1.79,20.43,-0.205,-8.6,69.32,31.55,0,0,2,71.05,361,1,Gold,1,179,0,2,9.47,62.28,-1.805,1
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,2.27,0,1,1,1,-57.87,-9.91,-1.916,-41.79,75.94,11.5,0,1,2,4.45,496,0,Bronze,1,114,0,1,23.45,56.81,-2.307,1
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,9.74,0,1,2,3,20.0,-18.06,0.432,-22.83,70.63,40.57,0,3,3,13.97,45,7,Bronze,0,24,0,2,72.17,39.73,1.617,0
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,-27.08,0,1,1,2,-3.89,29.0,-1.258,-44.6,50.51,36.63,0,0,2,10.76,678,0,Bronze,1,265,0,2,10.99,48.92,-1.455,1
56-65_North America_Mixed_Medium,56-65,North America,Mixed,Medium,-40.96,0,1,1,1,-6.81,13.52,-0.991,-66.23,22.63,0.0,6,0,2,14.48,271,0,Gold,0,225,0,2,90.0,86.91,-2.894,1
18-25_Europe_Leisure_Low,18-25,Europe,Leisure,Low,2.73,0,3,5,7,-32.16,1.8,0.709,-12.88,83.09,35.06,0,0,4,34.66,7,9,Platinum,0,1,0,6,10.52,15.51,-0.801,0
36-45_Europe_Mixed_High,36-45,Europe,Mixed,High,-13.95,0,0,0,1,12.16,7.08,-1.292,-63.08,41.86,39.81,0,0,2,15.43,563,0,Bronze,0,265,1,0,11.94,2.7,-0.704,1
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,-2.3,0,0,4,7,-54.55,-4.64,-0.253,3.35,63.1,43.13,0,0,3,31.36,41,3,Bronze,0,21,0,5,12.94,63.43,-1.042,0
46-55_Middle East_Leisure_Medium,46-55,Middle East,Leisure,Medium,-1.98,0,0,0,2,-25.6,-0.45,-0.968,6.95,41.74,13.24,0,0,2,33.12,407,0,Platinum,0,199,0,1,3.97,38.51,-1.583,1
36-45_North America_Mixed_High,36-45,North America,Mixed,High,13.37,0,1,1,1,-41.92,-31.96,-1.417,-40.96,36.44,1.78,0,0,4,29.8,544,0,Gold,0,133,1,3,0.53,68.44,-1.762,1
36-45_Asia-Pacific_Mixed_High,36-45,Asia-Pacific,Mixed,High,-2.44,0,1,6,8,20.0,-38.38,-0.158,-5.68,56.59,23.72,1,1,2,4.01,55,9,Gold,0,25,0,10,42.12,58.95,-0.582,0
56-65_Europe_Leisure_High,56-65,Europe,Leisure,High,2.98,0,1,3,5,-22.3,2.97,-0.65,-27.76,50.28,19.92,0,2,1,6.71,3,12,Bronze,0,25,0,9,45.98,15.6,0.904,0
65+_North America_Business_Low,65+,North America,Business,Low,1.97,0,4,5,7,2.49,-20.96,0.268,10.0,7.36,23.44,4,0,3,68.77,83,10,Silver,0,28,0,10,67.03,79.37,0.266,0
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,6.89,1,0,1,1,-27.22,11.37,0.169,-54.36,1.64,24.98,0,0,4,20.32,31,8,Bronze,0,23,2,3,7.49,33.68,0.498,0
36-45_Asia-Pacific_Business_Medium,36-45,Asia-Pacific,Business,Medium,-13.5,0,0,4,5,-28.31,40.0,0.278,-78.99,64.9,0.82,0,0,4,34.26,13,11,Bronze,0,26,0,6,0.25,34.3,1.675,0
36-45_Europe_Business_High,36-45,Europe,Business,High,-0.45,0,1,1,3,16.74,-42.44,0.929,-4.59,47.69,9.59,0,2,0,16.18,9,5,Bronze,1,26,0,7,42.88,39.38,-1.15,0
18-25_Asia-Pacific_Business_Medium,18-25,Asia-Pacific,Business,Medium,-39.98,2,7,12,21,-1.46,-29.01,0.294,-12.43,52.69,10.09,0,0,3,40.52,18,3,Platinum,0,16,0,9,3.03,24.87,-0.519,0
46-55_North America_Leisure_High,46-55,North America,Leisure,High,-14.48,0,1,2,1,-66.23,26.99,-1.042,-35.87,69.13,5.42,0,3,5,13.83,339,0,Bronze,1,205,0,1,61.63,47.59,-1.835,1
65+_Middle East_Leisure_High,65+,Middle East,Leisure,High,10.33,0,0,0,4,5.45,-47.31,-1.336,-25.55,50.89,71.5,0,0,2,2.92,646,1,Silver,0,268,0,0,21.45,88.99,-1.797,1
18-25_Europe_Business_High,18-25,Europe,Business,High,-24.9,1,0,0,1,12.88,-16.1,-0.886,-33.66,71.93,21.07,0,0,12,16.72,649,0,Platinum,0,137,0,2,6.32,26.11,-0.819,1
56-65_North America_Leisure_Low,56-65,North America,Leisure,Low,-23.25,0,0,0,0,-4.91,-23.04,-1.177,-8.91,78.74,13.6,0,0,3,8.0,622,1,Bronze,0,252,0,1,4.08,64.23,-0.127,1
26-35_Middle East_Business_Low,26-35,Middle East,Business,Low,4.76,0,1,0,1,-77.98,-2.04,-0.996,-26.67,69.45,23.52,0,2,2,20.53,670,1,Gold,1,76,3,1,47.06,53.3,-1.741,1
46-55_North America_Mixed_High,46-55,North America,Mixed,High,-14.2,0,0,2,1,16.36,30.58,-0.533,-9.71,80.88,17.71,0,0,1,14.4,200,0,Silver,0,158,1,0,5.31,31.85,-1.199,1
18-25_Europe_Business_High,18-25,Europe,Business,High,13.82,1,2,3,3,-1.15,-26.47,-0.358,-19.07,84.08,1.85,0,0,2,14.37,54,7,Bronze,0,23,5,6,0.56,52.49,0.367,0
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,-3.88,0,0,3,4,12.19,31.94,0.625,10.0,40.91,41.82,0,0,0,7.62,34,7,Bronze,0,19,0,2,12.55,0.0,-0.391,0
36-45_Middle East_Mixed_Medium,36-45,Middle East,Mixed,Medium,17.82,0,0,0,1,1.06,-31.69,-1.116,-17.96,67.56,33.45,0,0,2,34.98,186,0,Bronze,0,317,1,0,10.04,34.88,-2.517,1
46-55_Latin America_Business_High,46-55,Latin America,Business,High,20.52,0,2,3,6,-56.28,-35.13,-0.001,3.63,28.58,39.22,0,0,3,47.64,39,7,Bronze,0,23,4,8,11.77,43.41,0.226,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,14.13,1,1,3,3,-36.39,-0.52,0.417,-32.43,69.85,0.0,0,0,4,13.38,15,10,Silver,0,3,0,6,0.0,9.02,0.149,0
18-25_Europe_Mixed_Medium,18-25,Europe,Mixed,Medium,-12.65,0,1,1,2,8.0,8.96,-0.653,-27.26,20.27,25.33,0,0,2,7.14,405,0,Gold,1,352,0,0,7.6,87.48,-1.957,1
18-25_Asia-Pacific_Business_Medium,18-25,Asia-Pacific,Business,Medium,-21.8,0,3,8,8,-38.59,-40.7,-0.185,-7.99,53.59,38.26,0,0,1,11.71,28,12,Bronze,0,4,0,5,11.48,0.0,0.38,0
36-45_Europe_Mixed_Medium,36-45,Europe,Mixed,Medium,14.07,0,1,0,0,21.03,17.51,-1.513,-47.15,46.38,54.32,1,0,3,83.9,712,0,Silver,1,256,1,2,31.3,74.87,-1.169,1
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-5.23,1,2,6,9,1.4,-2.49,0.227,-24.71,65.81,22.41,0,0,1,64.47,14,7,Gold,0,29,3,5,6.72,42.88,-0.382,0
56-65_Latin America_Business_Medium,56-65,Latin America,Business,Medium,-1.99,0,0,0,3,-16.34,-11.44,-0.562,-56.44,73.35,31.75,0,0,3,39.75,569,0,Silver,0,358,0,0,9.53,79.06,-1.358,1
26-35_North America_Business_Medium,26-35,North America,Business,Medium,12.23,0,2,1,0,-47.08,10.88,-1.063,3.41,69.29,56.98,0,2,3,37.14,206,0,Silver,0,63,1,2,57.09,61.77,-2.806,1
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-21.83,0,2,4,5,-21.74,10.48,1.0,-7.0,54.37,26.19,0,0,2,79.59,61,12,Silver,0,10,0,4,7.86,9.61,1.666,0
18-25_Middle East_Mixed_Medium,18-25,Middle East,Mixed,Medium,3.83,0,3,4,5,-5.98,-15.23,0.304,-41.49,52.16,35.22,0,0,3,10.54,72,9,Gold,0,0,3,7,10.56,37.54,0.234,0
46-55_Asia-Pacific_Business_Medium,46-55,Asia-Pacific,Business,Medium,-12.4,0,1,0,2,-37.06,19.27,-0.555,-29.43,76.15,50.18,0,0,2,53.71,547,0,Bronze,0,264,0,0,15.06,56.86,-1.226,1
56-65_North America_Leisure_High,56-65,North America,Leisure,High,6.89,2,1,2,6,-3.45,5.39,-0.075,-14.75,70.09,32.47,3,0,4,18.93,16,7,Silver,0,3,1,4,54.74,20.75,-1.041,0
18-25_North America_Business_High,18-25,North America,Business,High,0.79,0,2,0,3,-34.8,-0.22,-1.067,-24.65,61.99,31.48,1,0,1,28.74,652,0,Platinum,1,210,2,1,24.44,48.11,-0.674,1
56-65_Asia-Pacific_Leisure_High,56-65,Asia-Pacific,Leisure,High,8.22,0,0,4,7,-26.52,-17.77,-0.23,-60.07,76.99,37.91,0,0,1,34.45,56,12,Silver,0,26,1,4,11.37,20.88,0.127,0
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,-11.38,0,0,1,2,-25.95,5.67,-0.722,-31.1,13.02,33.32,0,0,4,25.17,233,0,Silver,1,226,0,1,9.99,47.11,-2.025,1
65+_Europe_Leisure_Low,65+,Europe,Leisure,Low,-15.65,1,2,2,4,-3.24,-25.19,0.502,-15.7,49.04,17.64,5,1,2,15.13,18,10,Silver,0,8,0,6,100.0,41.69,1.155,0
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,-4.98,1,1,1,1,-2.0,-8.08,0.188,-19.71,60.91,28.81,0,0,4,19.16,86,8,Bronze,0,3,0,5,8.64,27.98,-0.646,0
65+_Latin America_Mixed_Low,65+,Latin America,Mixed,Low,-13.71,1,4,1,2,-25.9,-54.78,0.857,-29.09,24.59,10.68,0,0,6,15.67,19,11,Silver,0,1,0,4,3.2,23.48,-0.769,0
46-55_Europe_Business_Medium,46-55,Europe,Business,Medium,-14.44,0,3,14,22,20.0,-37.87,1.0,-13.63,49.92,0.0,0,0,3,48.56,36,6,Gold,0,27,0,6,0.0,19.92,0.749,0
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-15.52,0,0,1,1,-21.96,-13.52,-0.903,-2.61,34.42,49.04,2,1,1,10.77,581,0,Silver,1,275,1,1,64.71,63.36,-1.373,1
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,4.5,0,1,3,3,-12.58,-12.2,0.902,-1.01,57.3,40.67,1,0,4,44.98,64,8,Bronze,0,21,0,7,27.2,43.59,-0.403,0
65+_North America_Leisure_High,65+,North America,Leisure,High,24.3,0,0,9,12,20.0,-0.74,-0.008,-22.25,67.42,17.1,0,0,4,12.15,41,6,Silver,0,25,1,10,5.13,39.08,0.273,0
46-55_North America_Leisure_High,46-55,North America,Leisure,High,6.89,0,1,1,3,2.79,-21.38,-0.158,-8.94,34.44,39.81,0,4,4,3.92,2,9,Bronze,0,10,0,5,91.94,67.86,0.262,0
65+_Latin America_Leisure_High,65+,Latin America,Leisure,High,5.51,0,0,1,2,-14.41,15.29,-0.759,-55.95,17.5,0.0,0,1,3,6.09,376,0,Bronze,0,238,0,0,20.0,31.58,-1.918,1
36-45_Middle East_Leisure_High,36-45,Middle East,Leisure,High,5.14,1,2,1,1,-2.16,-14.6,-0.156,-5.82,77.9,30.86,0,0,3,46.81,84,7,Bronze,0,11,1,10,9.26,45.21,0.425,0
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,-18.7,0,1,2,4,-55.78,-5.89,1.0,-23.58,55.36,0.0,0,0,3,3.97,58,10,Bronze,0,13,3,7,0.0,5.81,-0.29,0
56-65_Middle East_Mixed_Medium,56-65,Middle East,Mixed,Medium,5.39,0,1,2,1,-32.0,-4.41,-0.583,-19.86,38.68,40.24,0,1,1,30.19,303,1,Gold,1,317,1,0,32.07,45.16,-1.772,1
56-65_North America_Business_Low,56-65,North America,Business,Low,-32.04,0,5,2,5,-51.33,-30.86,-0.223,-68.46,25.59,20.65,0,0,2,42.93,60,10,Gold,0,4,0,7,6.2,9.87,-0.641,0
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,0.6,0,0,2,2,-40.37,-14.15,-0.582,-74.01,68.25,26.23,0,0,4,28.27,492,0,Silver,0,76,0,1,7.87,26.03,-1.785,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,6.0,1,4,4,7,20.0,-8.64,0.879,-28.28,56.22,0.0,0,1,1,43.95,3,5,Gold,0,16,0,6,20.0,43.74,1.656,0
65+_Middle East_Leisure_High,65+,Middle East,Leisure,High,7.2,2,4,8,13,-27.45,-13.95,-0.277,-15.13,54.34,18.95,0,0,4,36.69,15,12,Platinum,0,12,0,11,5.68,55.34,-0.014,0
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,4.77,0,2,1,1,29.19,21.86,-1.65,-54.24,32.35,17.94,0,0,3,59.55,366,0,Silver,0,348,0,1,5.38,51.17,-1.912,1
26-35_Asia-Pacific_Mixed_High,26-35,Asia-Pacific,Mixed,High,-23.69,3,3,10,15,-36.66,-8.53,1.0,5.29,69.9,0.0,0,0,3,27.14,31,6,Platinum,0,29,4,4,0.0,0.0,-0.693,0
56-65_Middle East_Leisure_Medium,56-65,Middle East,Leisure,Medium,-14.63,0,0,2,4,0.55,-4.6,0.295,-26.62,31.39,14.74,0,0,3,26.95,17,9,Bronze,0,7,0,2,4.42,58.04,-1.366,0
36-45_North America_Mixed_Medium,36-45,North America,Mixed,Medium,12.64,2,5,10,15,7.93,-6.74,-0.04,-43.24,14.92,23.19,0,0,1,8.24,16,8,Platinum,0,30,0,10,6.96,27.73,1.142,0
65+_Europe_Leisure_High,65+,Europe,Leisure,High,0.54,0,2,6,9,-6.14,-28.9,0.374,-43.92,77.45,51.58,0,0,2,20.23,58,7,Gold,0,16,0,7,15.47,18.77,0.505,0
26-35_North America_Business_High,26-35,North America,Business,High,-0.26,1,0,5,6,-16.11,-11.45,0.042,10.0,80.1,0.0,4,0,1,35.61,55,6,Bronze,0,5,0,7,60.0,19.29,0.556,0
26-35_Asia-Pacific_Leisure_High,26-35,Asia-Pacific,Leisure,High,-12.96,0,0,0,2,-39.52,15.24,0.676,-30.96,77.84,0.0,0,0,2,45.1,15,8,Bronze,0,12,0,8,0.0,50.82,-0.767,0
